ID,sub_specie,claw_length_cm,endangered,size_cm,specie,tail_length_cm,weight_kg
2994,Linnaeus’s two-toed sloth,6.288,least_concern,65.362,two_toed,-0.093,6.515
2995,Linnaeus’s two-toed sloth,8.883,least_concern,66.054,two_toed,-0.288,6.667
2996,Linnaeus’s two-toed sloth,8.09,least_concern,65.886,two_toed,1.37,7.368
2997,Linnaeus’s two-toed sloth,11.456,least_concern,67.266,two_toed,-1.637,5.434
2998,Linnaeus’s two-toed sloth,8.027,least_concern,63.985,two_toed,0.811,5.802
2999,Linnaeus’s two-toed sloth,6.406,least_concern,65.848,two_toed,0.471,7.99
3000,Linnaeus’s two-toed sloth,9.259,least_concern,64.746,two_toed,-0.102,6.649
3001,Linnaeus’s two-toed sloth,9.973,least_concern,66.517,two_toed,1.167,6.242
3002,Linnaeus’s two-toed sloth,9.483,least_concern,66.128,two_toed,-1.219,5.772
3003,Linnaeus’s two-toed sloth,9.116,least_concern,66.93,two_toed,-0.686,5.065
3004,Linnaeus’s two-toed sloth,8.737,least_concern,66.251,two_toed,-0.885,6.096
3005,Linnaeus’s two-toed sloth,8.014,least_concern,65.951,two_toed,-1.451,5.535
3006,Linnaeus’s two-toed sloth,9.73,least_concern,65.871,two_toed,0.604,5.777
3007,Linnaeus’s two-toed sloth,9.36,least_concern,65.146,two_toed,1.351,6.645
3008,Linnaeus’s two-toed sloth,10.204,least_concern,66.217,two_toed,1.659,7.388
3009,Linnaeus’s two-toed sloth,8.295,least_concern,66.301,two_toed,-1.424,4.986
3010,Linnaeus’s two-toed sloth,9.001,least_concern,66.256,two_toed,-0.893,8.489
3011,Linnaeus’s two-toed sloth,7.928,least_concern,65.466,two_toed,0.931,6.505
3012,Linnaeus’s two-toed sloth,8.452,least_concern,67.603,two_toed,0.149,6.184
3013,Linnaeus’s two-toed sloth,9.868,least_concern,65.823,two_toed,-2.3,8.122
3014,Linnaeus’s two-toed sloth,11.409,least_concern,65.698,two_toed,0.153,8.549
3015,Linnaeus’s two-toed sloth,9.706,least_concern,66.076,two_toed,-0.337,6.515
3016,Linnaeus’s two-toed sloth,9.777,least_concern,66.413,two_toed,0.94,6.82
3017,Linnaeus’s two-toed sloth,9.834,least_concern,67.189,two_toed,1.497,5.794
3018,Linnaeus’s two-toed sloth,9.311,least_concern,63.802,two_toed,1.953,6.637
3019,Linnaeus’s two-toed sloth,9.332,least_concern,66.544,two_toed,0.038,6.32
3020,Linnaeus’s two-toed sloth,9.755,least_concern,65.482,two_toed,2.12,6.53
3021,Linnaeus’s two-toed sloth,8.812,least_concern,66.262,two_toed,-0.05,5.287
3022,Linnaeus’s two-toed sloth,10.059,least_concern,66.254,two_toed,0.101,4.868
3023,Linnaeus’s two-toed sloth,8.17,least_concern,66.344,two_toed,0.274,5.145
3024,Linnaeus’s two-toed sloth,9.855,least_concern,68.106,two_toed,0.9,4.672
3025,Linnaeus’s two-toed sloth,9.221,least_concern,66.578,two_toed,-0.247,6.925
3026,Linnaeus’s two-toed sloth,8.73,least_concern,65.174,two_toed,0.141,5.832
3027,Linnaeus’s two-toed sloth,9.407,least_concern,65.862,two_toed,-1.256,7.871
3028,Linnaeus’s two-toed sloth,9.892,least_concern,67.305,two_toed,1.021,6.555
3029,Linnaeus’s two-toed sloth,9.72,least_concern,66.126,two_toed,0.306,4.856
3030,Linnaeus’s two-toed sloth,8.923,least_concern,65.038,two_toed,0.918,6.369
3031,Linnaeus’s two-toed sloth,8.316,least_concern,66.031,two_toed,-0.701,6.076
3032,Linnaeus’s two-toed sloth,11.31,least_concern,65.971,two_toed,-0.947,7.017
3033,Linnaeus’s two-toed sloth,9.692,least_concern,65.437,two_toed,2.524,7.17
3034,Linnaeus’s two-toed sloth,9.215,least_concern,66.192,two_toed,1.576,6.117
3035,Linnaeus’s two-toed sloth,8.738,least_concern,64.234,two_toed,0.536,5.566
3036,Linnaeus’s two-toed sloth,9.591,least_concern,66.786,two_toed,0.58,4.598
3037,Linnaeus’s two-toed sloth,10.496,least_concern,65.875,two_toed,2.735,5.969
3038,Linnaeus’s two-toed sloth,8.333,least_concern,66.34,two_toed,1.401,7.332
3039,Linnaeus’s two-toed sloth,9.875,least_concern,66.907,two_toed,-1.021,4.822
3040,Linnaeus’s two-toed sloth,9.041,least_concern,67.086,two_toed,0.451,6.917
3041,Linnaeus’s two-toed sloth,9.151,least_concern,65.49,two_toed,0.651,6.763
3042,Linnaeus’s two-toed sloth,7.561,least_concern,67.008,two_toed,0.711,5.384
3043,Linnaeus’s two-toed sloth,9.446,least_concern,65.783,two_toed,1.298,6.672
3044,Linnaeus’s two-toed sloth,8.566,least_concern,64.795,two_toed,-0.592,6.636
3045,Linnaeus’s two-toed sloth,8.4,least_concern,67.063,two_toed,-0.466,7.886
3046,Linnaeus’s two-toed sloth,10.382,least_concern,65.932,two_toed,0.981,5.977
3047,Linnaeus’s two-toed sloth,8.746,least_concern,67.408,two_toed,-0.48,6.584
3048,Linnaeus’s two-toed sloth,9.387,least_concern,65.504,two_toed,1.268,6.11
3049,Linnaeus’s two-toed sloth,7.619,least_concern,63.942,two_toed,-0.756,7.243
3050,Linnaeus’s two-toed sloth,9.038,least_concern,65.924,two_toed,0.703,6.292
3051,Linnaeus’s two-toed sloth,8.608,least_concern,65.906,two_toed,0.878,7.261
3052,Linnaeus’s two-toed sloth,10.167,least_concern,67.947,two_toed,1.577,5.429
3053,Linnaeus’s two-toed sloth,8.546,least_concern,65.775,two_toed,1.334,5.68
3054,Linnaeus’s two-toed sloth,10.485,least_concern,65.119,two_toed,-0.596,5.681
3055,Linnaeus’s two-toed sloth,8.999,least_concern,65.56,two_toed,-0.662,5.011
3056,Linnaeus’s two-toed sloth,8.333,least_concern,66.56,two_toed,0.873,6.476
3057,Linnaeus’s two-toed sloth,10.588,least_concern,65.128,two_toed,1.843,6.091
3058,Linnaeus’s two-toed sloth,7.334,least_concern,67.059,two_toed,0.252,6.57
3059,Linnaeus’s two-toed sloth,10.12,least_concern,66.007,two_toed,0.552,7.1
3060,Linnaeus’s two-toed sloth,7.585,least_concern,66.494,two_toed,-0.061,5.441
3061,Linnaeus’s two-toed sloth,8.523,least_concern,65.998,two_toed,-0.018,5.925
3062,Linnaeus’s two-toed sloth,10.238,least_concern,66.506,two_toed,2.328,7.224
3063,Linnaeus’s two-toed sloth,8.662,least_concern,65.945,two_toed,0.889,6.928
3064,Linnaeus’s two-toed sloth,7.93,least_concern,66.763,two_toed,0.547,7.777
3065,Linnaeus’s two-toed sloth,10.458,least_concern,65.913,two_toed,1.51,7.225
3066,Linnaeus’s two-toed sloth,9.581,least_concern,66.894,two_toed,-0.17,7.009
3067,Linnaeus’s two-toed sloth,8.9,least_concern,66.156,two_toed,0.289,7.122
3068,Linnaeus’s two-toed sloth,8.504,least_concern,66.256,two_toed,-0.737,5.936
3069,Linnaeus’s two-toed sloth,8.409,least_concern,66.008,two_toed,1.202,6.755
3070,Linnaeus’s two-toed sloth,10.133,least_concern,65.014,two_toed,-0.067,4.461
3071,Linnaeus’s two-toed sloth,8.625,least_concern,65.515,two_toed,0.246,5.884
3072,Linnaeus’s two-toed sloth,10.558,least_concern,67.178,two_toed,0.31,6.554
3073,Linnaeus’s two-toed sloth,8.43,least_concern,66.102,two_toed,-0.404,7.481
3074,Linnaeus’s two-toed sloth,8.034,least_concern,66.37,two_toed,-0.051,5.763
3075,Linnaeus’s two-toed sloth,8.27,least_concern,67.025,two_toed,0.933,6.379
3076,Linnaeus’s two-toed sloth,8.233,least_concern,66.429,two_toed,-2.942,8.044
3077,Linnaeus’s two-toed sloth,7.977,least_concern,63.835,two_toed,0.536,7.394
3078,Linnaeus’s two-toed sloth,9.028,least_concern,65.247,two_toed,0.329,5.877
3079,Linnaeus’s two-toed sloth,10.508,least_concern,66.433,two_toed,0.377,6.882
3080,Linnaeus’s two-toed sloth,7.175,least_concern,66.343,two_toed,-0.404,5.728
3081,Linnaeus’s two-toed sloth,10.244,least_concern,66.061,two_toed,-1.033,7.683
3082,Linnaeus’s two-toed sloth,8.264,least_concern,65.343,two_toed,-1.025,5.975
3083,Linnaeus’s two-toed sloth,9.036,least_concern,63.848,two_toed,0.093,8.261
3084,Linnaeus’s two-toed sloth,8.665,least_concern,65.876,two_toed,1.284,4.551
3085,Linnaeus’s two-toed sloth,10.22,least_concern,66.68,two_toed,0.332,7.291
3086,Linnaeus’s two-toed sloth,10.232,least_concern,67.721,two_toed,1.06,8.113
3087,Linnaeus’s two-toed sloth,7.306,least_concern,67.066,two_toed,1.521,7.335
3088,Linnaeus’s two-toed sloth,9.377,least_concern,67.657,two_toed,1.367,6.964
3089,Linnaeus’s two-toed sloth,8.895,least_concern,67.745,two_toed,0.219,7.683
3090,Linnaeus’s two-toed sloth,9.092,least_concern,65.729,two_toed,-0.055,6.741
3091,Linnaeus’s two-toed sloth,9.32,least_concern,66.666,two_toed,0.162,4.849
3092,Linnaeus’s two-toed sloth,8.963,least_concern,66.952,two_toed,2.124,8.147
3093,Linnaeus’s two-toed sloth,9.743,least_concern,66.657,two_toed,1.304,4.963
3094,Linnaeus’s two-toed sloth,9.049,least_concern,66.735,two_toed,0.881,4.413
3095,Linnaeus’s two-toed sloth,8.913,least_concern,65.544,two_toed,0.249,5.337
3096,Linnaeus’s two-toed sloth,9.066,least_concern,66.906,two_toed,1.21,6.781
3097,Linnaeus’s two-toed sloth,9.58,least_concern,65.91,two_toed,0.24,6.135
3098,Linnaeus’s two-toed sloth,8.766,least_concern,64.544,two_toed,1.302,6.638
3099,Linnaeus’s two-toed sloth,8.141,least_concern,67.063,two_toed,-0.068,6.432
3100,Linnaeus’s two-toed sloth,10.075,least_concern,65.457,two_toed,0.375,6.703
3101,Linnaeus’s two-toed sloth,9.182,least_concern,66.141,two_toed,0.12,5.057
3102,Linnaeus’s two-toed sloth,9.952,least_concern,66.067,two_toed,-1.61,5.723
3103,Linnaeus’s two-toed sloth,10.37,least_concern,66.442,two_toed,0.913,7.049
3104,Linnaeus’s two-toed sloth,8.674,least_concern,66.824,two_toed,1.627,6.935
3105,Linnaeus’s two-toed sloth,8.519,least_concern,66.831,two_toed,1.119,6.751
3106,Linnaeus’s two-toed sloth,7.812,least_concern,65.049,two_toed,1.672,6.581
3107,Linnaeus’s two-toed sloth,7.673,least_concern,66.352,two_toed,-0.559,6.574
3108,Linnaeus’s two-toed sloth,7.817,least_concern,66.346,two_toed,-1.296,6.514
3109,Linnaeus’s two-toed sloth,9.317,least_concern,66.774,two_toed,0.77,7.371
3110,Linnaeus’s two-toed sloth,7.915,least_concern,65.943,two_toed,0.723,7.12
3111,Linnaeus’s two-toed sloth,9.749,least_concern,67.317,two_toed,-0.06,3.863
3112,Linnaeus’s two-toed sloth,9.431,least_concern,65.887,two_toed,1.423,7.079
3113,Linnaeus’s two-toed sloth,8.525,least_concern,67.333,two_toed,2.149,7.561
3114,Linnaeus’s two-toed sloth,8.66,least_concern,65.736,two_toed,0.212,8.258
3115,Linnaeus’s two-toed sloth,9.048,least_concern,64.664,two_toed,0.483,6.39
3116,Linnaeus’s two-toed sloth,7.077,least_concern,64.659,two_toed,-0.785,6.134
3117,Linnaeus’s two-toed sloth,10.464,least_concern,64.198,two_toed,0.556,5.902
3118,Linnaeus’s two-toed sloth,9.589,least_concern,66.255,two_toed,1.547,6.969
3119,Linnaeus’s two-toed sloth,9.088,least_concern,65.009,two_toed,2.293,6.865
3120,Linnaeus’s two-toed sloth,7.816,least_concern,64.699,two_toed,0.671,4.433
3121,Linnaeus’s two-toed sloth,7.229,least_concern,66.149,two_toed,0.263,7.206
3122,Linnaeus’s two-toed sloth,6.486,least_concern,66.115,two_toed,0.525,5.054
3123,Linnaeus’s two-toed sloth,7.451,least_concern,65.991,two_toed,-0.581,5.906
3124,Linnaeus’s two-toed sloth,8.775,least_concern,66.299,two_toed,-2.15,4.533
3125,Linnaeus’s two-toed sloth,7.484,least_concern,63.204,two_toed,0.038,4.279
3126,Linnaeus’s two-toed sloth,8.144,least_concern,66.036,two_toed,0.812,5.986
3127,Linnaeus’s two-toed sloth,9.944,least_concern,66.283,two_toed,0.667,6.357
3128,Linnaeus’s two-toed sloth,10.16,least_concern,65.867,two_toed,0.501,6.758
3129,Linnaeus’s two-toed sloth,8.676,least_concern,65.474,two_toed,1.129,6.974
3130,Linnaeus’s two-toed sloth,8.06,least_concern,65.167,two_toed,0.405,7.237
3131,Linnaeus’s two-toed sloth,8.412,least_concern,66.068,two_toed,-1.113,5.477
3132,Linnaeus’s two-toed sloth,9.266,least_concern,65.49,two_toed,0.691,4.724
3133,Linnaeus’s two-toed sloth,8.562,least_concern,66.621,two_toed,2.891,7.213
3134,Linnaeus’s two-toed sloth,7.66,least_concern,66.803,two_toed,-0.75,6.483
3135,Linnaeus’s two-toed sloth,9.394,least_concern,67.62,two_toed,2.177,5.424
3136,Linnaeus’s two-toed sloth,10.245,least_concern,65.459,two_toed,0.001,5.677
3137,Linnaeus’s two-toed sloth,7.521,least_concern,65.686,two_toed,-1.431,7.825
3138,Linnaeus’s two-toed sloth,9.85,least_concern,66.682,two_toed,0.845,7.186
3139,Linnaeus’s two-toed sloth,9.739,least_concern,64.487,two_toed,1.627,5.836
3140,Linnaeus’s two-toed sloth,8.611,least_concern,61.754,two_toed,3.152,7.75
3141,Linnaeus’s two-toed sloth,10.359,least_concern,65.615,two_toed,0.514,6.569
3142,Linnaeus’s two-toed sloth,8.428,least_concern,66.437,two_toed,-0.352,5.864
3143,Linnaeus’s two-toed sloth,10.898,least_concern,65.889,two_toed,1.402,5.692
3144,Linnaeus’s two-toed sloth,8.79,least_concern,64.931,two_toed,-0.098,5.523
3145,Linnaeus’s two-toed sloth,6.686,least_concern,65.877,two_toed,0.847,3.949
3146,Linnaeus’s two-toed sloth,9.476,least_concern,66.551,two_toed,0.99,7.197
3147,Linnaeus’s two-toed sloth,9.144,least_concern,66.706,two_toed,1.84,6.909
3148,Linnaeus’s two-toed sloth,9.512,least_concern,65.588,two_toed,-0.756,6.396
3149,Linnaeus’s two-toed sloth,7.872,least_concern,65.749,two_toed,0.458,5.668
3150,Linnaeus’s two-toed sloth,9.347,least_concern,66.766,two_toed,0.179,6.423
3151,Linnaeus’s two-toed sloth,9.033,least_concern,65.82,two_toed,0.544,7.602
3152,Linnaeus’s two-toed sloth,10,least_concern,66.46,two_toed,0.697,7.537
3153,Linnaeus’s two-toed sloth,8.431,least_concern,67.393,two_toed,0.87,8.933
3154,Linnaeus’s two-toed sloth,11.249,least_concern,63.237,two_toed,1.993,5.587
3155,Linnaeus’s two-toed sloth,8.928,least_concern,66.493,two_toed,0.774,7.216
3156,Linnaeus’s two-toed sloth,7.747,least_concern,65.355,two_toed,-0.318,5.447
3157,Linnaeus’s two-toed sloth,9.179,least_concern,67.416,two_toed,-1.934,7.193
3158,Linnaeus’s two-toed sloth,9.676,least_concern,65.981,two_toed,0.78,6.427
3159,Linnaeus’s two-toed sloth,9.027,least_concern,66.878,two_toed,-1.27,6.956
3160,Linnaeus’s two-toed sloth,8.639,least_concern,65.691,two_toed,-0.537,6.706
3161,Linnaeus’s two-toed sloth,8.605,least_concern,65.686,two_toed,-1.038,7.28
3162,Linnaeus’s two-toed sloth,9.472,least_concern,66.284,two_toed,-0.223,6.972
3163,Linnaeus’s two-toed sloth,9.017,least_concern,66.299,two_toed,1.86,7.329
3164,Linnaeus’s two-toed sloth,7.872,least_concern,65.016,two_toed,1.143,6.153
3165,Linnaeus’s two-toed sloth,8.861,least_concern,67.226,two_toed,1.667,3.829
3166,Linnaeus’s two-toed sloth,8.062,least_concern,66.645,two_toed,-0.216,5.303
3167,Linnaeus’s two-toed sloth,8.827,least_concern,64.737,two_toed,-0.866,5.515
3168,Linnaeus’s two-toed sloth,8.474,least_concern,65.826,two_toed,-1.755,5.547
3169,Linnaeus’s two-toed sloth,10.531,least_concern,67.268,two_toed,0.307,7.84
3170,Linnaeus’s two-toed sloth,8.593,least_concern,65.963,two_toed,-0.075,6.104
3171,Linnaeus’s two-toed sloth,10.618,least_concern,66.433,two_toed,-1.047,6.623
3172,Linnaeus’s two-toed sloth,9.448,least_concern,66.451,two_toed,0.607,5.961
3173,Linnaeus’s two-toed sloth,8.562,least_concern,66.72,two_toed,-1.179,7.152
3174,Linnaeus’s two-toed sloth,9.501,least_concern,66.921,two_toed,-1.77,6.734
3175,Linnaeus’s two-toed sloth,10.566,least_concern,67.549,two_toed,0.727,5.669
3176,Linnaeus’s two-toed sloth,9.746,least_concern,66.118,two_toed,1.202,5.406
3177,Linnaeus’s two-toed sloth,8.779,least_concern,66.335,two_toed,0.102,5.318
3178,Linnaeus’s two-toed sloth,9.253,least_concern,66.065,two_toed,-0.724,6.499
3179,Linnaeus’s two-toed sloth,8.651,least_concern,64.974,two_toed,0.3,6.144
3180,Linnaeus’s two-toed sloth,10.035,least_concern,64.907,two_toed,1.56,6.129
3181,Linnaeus’s two-toed sloth,7.812,least_concern,65.457,two_toed,0.935,5.056
3182,Linnaeus’s two-toed sloth,8.233,least_concern,64.744,two_toed,0.755,5.823
3183,Linnaeus’s two-toed sloth,7.906,least_concern,66.601,two_toed,0.795,5.232
3184,Linnaeus’s two-toed sloth,10.364,least_concern,64.574,two_toed,-1.079,6.756
3185,Linnaeus’s two-toed sloth,9.149,least_concern,64.979,two_toed,1.8,6.196
3186,Linnaeus’s two-toed sloth,7.256,least_concern,65.981,two_toed,0.313,6.134
3187,Linnaeus’s two-toed sloth,7.263,least_concern,65.273,two_toed,0.784,5.465
3188,Linnaeus’s two-toed sloth,8.441,least_concern,65.482,two_toed,-0.093,7.787
3189,Linnaeus’s two-toed sloth,8.449,least_concern,65.09,two_toed,-1.249,5.362
3190,Linnaeus’s two-toed sloth,9.756,least_concern,66.491,two_toed,-0.081,5.716
3191,Linnaeus’s two-toed sloth,9.66,least_concern,65.229,two_toed,1.894,6.981
3192,Linnaeus’s two-toed sloth,6.503,least_concern,66.293,two_toed,0.556,6.07
3193,Linnaeus’s two-toed sloth,8.621,least_concern,66.941,two_toed,0.742,7.229
3194,Linnaeus’s two-toed sloth,9.211,least_concern,65.178,two_toed,1.201,4.945
3195,Linnaeus’s two-toed sloth,9.159,least_concern,68.572,two_toed,0.722,6.798
3196,Linnaeus’s two-toed sloth,8.217,least_concern,63.926,two_toed,0.035,7.262
3197,Linnaeus’s two-toed sloth,10.261,least_concern,65.856,two_toed,0.353,8.177
3198,Linnaeus’s two-toed sloth,9.041,least_concern,66.075,two_toed,-0.768,5.593
3199,Linnaeus’s two-toed sloth,8.905,least_concern,63.986,two_toed,0.895,6.362
3200,Linnaeus’s two-toed sloth,7.957,least_concern,65.194,two_toed,1.863,4.208
3201,Linnaeus’s two-toed sloth,8.572,least_concern,65.705,two_toed,0.88,7.34
3202,Linnaeus’s two-toed sloth,9.109,least_concern,67.318,two_toed,-0.348,7.086
3203,Linnaeus’s two-toed sloth,8.586,least_concern,64.356,two_toed,-0.235,7.973
3204,Linnaeus’s two-toed sloth,8.029,least_concern,63.566,two_toed,-0.332,5.975
3205,Linnaeus’s two-toed sloth,8.558,least_concern,66.361,two_toed,1.945,6.331
3206,Linnaeus’s two-toed sloth,9.83,least_concern,67.493,two_toed,-0.34,6.474
3207,Linnaeus’s two-toed sloth,10.977,least_concern,66.07,two_toed,-0.427,7.282
3208,Linnaeus’s two-toed sloth,9.301,least_concern,64.896,two_toed,0.209,7.331
3209,Linnaeus’s two-toed sloth,9.216,least_concern,63.706,two_toed,-1.239,5.757
3210,Linnaeus’s two-toed sloth,6.702,least_concern,64.347,two_toed,0.314,5.481
3211,Linnaeus’s two-toed sloth,9.122,least_concern,66.644,two_toed,0.749,5.172
3212,Linnaeus’s two-toed sloth,8.474,least_concern,66.948,two_toed,0.327,7.715
3213,Linnaeus’s two-toed sloth,7.934,least_concern,63.09,two_toed,1.506,6.599
3214,Linnaeus’s two-toed sloth,8.968,least_concern,67.234,two_toed,1.411,6.365
3215,Linnaeus’s two-toed sloth,9.585,least_concern,67.553,two_toed,1.643,5.489
3216,Linnaeus’s two-toed sloth,7.272,least_concern,66.169,two_toed,0.926,8.38
3217,Linnaeus’s two-toed sloth,9.129,least_concern,66.866,two_toed,-0.483,5.907
3218,Linnaeus’s two-toed sloth,7.589,least_concern,65.389,two_toed,0.675,5.091
3219,Linnaeus’s two-toed sloth,10.2,least_concern,66.177,two_toed,0.011,6.863
3220,Linnaeus’s two-toed sloth,9.154,least_concern,67.037,two_toed,-0.31,6.392
3221,Linnaeus’s two-toed sloth,10.635,least_concern,66.396,two_toed,0.435,6.379
3222,Linnaeus’s two-toed sloth,9.123,least_concern,67.994,two_toed,-0.001,6.988
3223,Linnaeus’s two-toed sloth,11.132,least_concern,65.16,two_toed,0.79,6.138
3224,Linnaeus’s two-toed sloth,7.843,least_concern,65.835,two_toed,-0.596,6.869
3225,Linnaeus’s two-toed sloth,10.141,least_concern,66.406,two_toed,1.23,6.754
3226,Linnaeus’s two-toed sloth,9.175,least_concern,65.266,two_toed,-0.375,5.416
3227,Linnaeus’s two-toed sloth,9.799,least_concern,64.158,two_toed,-0.07,5.709
3228,Linnaeus’s two-toed sloth,10.435,least_concern,66.691,two_toed,0.319,7.705
3229,Linnaeus’s two-toed sloth,9.705,least_concern,66.246,two_toed,0.469,7.098
3230,Linnaeus’s two-toed sloth,10.255,least_concern,64.5,two_toed,-0.066,7.467
3231,Linnaeus’s two-toed sloth,8.835,least_concern,66.941,two_toed,-1.193,6.178
3232,Linnaeus’s two-toed sloth,7.468,least_concern,65.962,two_toed,-0.073,7.95
3233,Linnaeus’s two-toed sloth,6.413,least_concern,66.598,two_toed,-0.926,5.755
3234,Linnaeus’s two-toed sloth,9.495,least_concern,65.256,two_toed,0.003,4.665
3235,Linnaeus’s two-toed sloth,9.122,least_concern,67.357,two_toed,-0.916,6.169
3236,Linnaeus’s two-toed sloth,8.276,least_concern,65.479,two_toed,1.323,5.41
3237,Linnaeus’s two-toed sloth,8.814,least_concern,64.917,two_toed,0.102,5.951
3238,Linnaeus’s two-toed sloth,8.747,least_concern,67.853,two_toed,0.843,6.637
3239,Linnaeus’s two-toed sloth,10.362,least_concern,67.4,two_toed,1.286,7.747
3240,Linnaeus’s two-toed sloth,9.844,least_concern,64.799,two_toed,1.22,4.104
3241,Linnaeus’s two-toed sloth,9.963,least_concern,66.569,two_toed,0.914,5.738
3242,Linnaeus’s two-toed sloth,8.318,least_concern,67.179,two_toed,0.515,6.692
3243,Linnaeus’s two-toed sloth,8.677,least_concern,66.696,two_toed,-0.304,6.766
3244,Linnaeus’s two-toed sloth,8.447,least_concern,63.961,two_toed,0.137,6.516
3245,Linnaeus’s two-toed sloth,9.184,least_concern,66.017,two_toed,2.21,5.684
3246,Linnaeus’s two-toed sloth,8.992,least_concern,66.202,two_toed,1.26,6.342
3247,Linnaeus’s two-toed sloth,9.153,least_concern,66.665,two_toed,-0.403,5.917
3248,Linnaeus’s two-toed sloth,8.975,least_concern,65.904,two_toed,2.219,6.155
3249,Linnaeus’s two-toed sloth,7.337,least_concern,66.675,two_toed,0.088,6.937
3250,Linnaeus’s two-toed sloth,8.811,least_concern,64.688,two_toed,-0.28,7.031
3251,Linnaeus’s two-toed sloth,7.38,least_concern,66.272,two_toed,-0.284,6.583
3252,Linnaeus’s two-toed sloth,9.59,least_concern,64.242,two_toed,2.103,5.298
3253,Linnaeus’s two-toed sloth,8.832,least_concern,65.885,two_toed,-0.269,6.927
3254,Linnaeus’s two-toed sloth,8.559,least_concern,66.625,two_toed,0.31,6.867
3255,Linnaeus’s two-toed sloth,10.08,least_concern,64.122,two_toed,-1.42,6.276
3256,Linnaeus’s two-toed sloth,9.186,least_concern,65.588,two_toed,-0.115,7.459
3257,Linnaeus’s two-toed sloth,10.717,least_concern,65.267,two_toed,0.237,8.213
3258,Linnaeus’s two-toed sloth,8.981,least_concern,65.539,two_toed,0.227,4.483
3259,Linnaeus’s two-toed sloth,7.885,least_concern,65.251,two_toed,0.31,6.459
3260,Linnaeus’s two-toed sloth,8.498,least_concern,65.469,two_toed,1.055,4.907
3261,Linnaeus’s two-toed sloth,11.781,least_concern,66.099,two_toed,1.289,5.21
3262,Linnaeus’s two-toed sloth,9.275,least_concern,67.221,two_toed,0.065,6.839
3263,Linnaeus’s two-toed sloth,8.811,least_concern,64.654,two_toed,0.814,4.734
3264,Linnaeus’s two-toed sloth,8.112,least_concern,64.715,two_toed,-1.628,7.139
3265,Linnaeus’s two-toed sloth,8.35,least_concern,66.15,two_toed,1.035,7.048
3266,Linnaeus’s two-toed sloth,9.263,least_concern,65,two_toed,-0.222,4.695
3267,Linnaeus’s two-toed sloth,8.124,least_concern,67.016,two_toed,1.026,6.215
3268,Linnaeus’s two-toed sloth,9.748,least_concern,65.986,two_toed,0.414,6.841
3269,Linnaeus’s two-toed sloth,9.109,least_concern,65.454,two_toed,1.949,5.563
3270,Linnaeus’s two-toed sloth,9.424,least_concern,66.31,two_toed,0.424,5.876
3271,Linnaeus’s two-toed sloth,9.385,least_concern,66.71,two_toed,0.483,5.743
3272,Linnaeus’s two-toed sloth,8.896,least_concern,66.604,two_toed,2.538,5.495
3273,Linnaeus’s two-toed sloth,10.401,least_concern,65.948,two_toed,0.66,6.563
3274,Linnaeus’s two-toed sloth,8.96,least_concern,65.989,two_toed,0.197,6.681
3275,Linnaeus’s two-toed sloth,9.925,least_concern,66.416,two_toed,0.156,5.856
3276,Linnaeus’s two-toed sloth,8.633,least_concern,64.958,two_toed,-0.032,6.888
3277,Linnaeus’s two-toed sloth,8.601,least_concern,66.294,two_toed,2.126,5.124
3278,Linnaeus’s two-toed sloth,7.364,least_concern,65.461,two_toed,-0.99,6.056
3279,Linnaeus’s two-toed sloth,9.652,least_concern,67.574,two_toed,-1.929,5.931
3280,Linnaeus’s two-toed sloth,8.605,least_concern,65.066,two_toed,-0.364,8.469
3281,Linnaeus’s two-toed sloth,10.042,least_concern,65.743,two_toed,0.957,4.757
3282,Linnaeus’s two-toed sloth,9.901,least_concern,65.753,two_toed,1.089,7.371
3283,Linnaeus’s two-toed sloth,9.371,least_concern,66.129,two_toed,2.428,6.264
3284,Linnaeus’s two-toed sloth,10.724,least_concern,66.425,two_toed,1.589,6.132
3285,Linnaeus’s two-toed sloth,9.886,least_concern,65.81,two_toed,0.208,6.172
3286,Linnaeus’s two-toed sloth,8.188,least_concern,67.833,two_toed,-0.541,5.476
3287,Linnaeus’s two-toed sloth,9.581,least_concern,67.012,two_toed,-1.292,5.725
3288,Linnaeus’s two-toed sloth,9.166,least_concern,64.985,two_toed,0.418,4.628
3289,Linnaeus’s two-toed sloth,8.551,least_concern,65.518,two_toed,-0.389,6.824
3290,Linnaeus’s two-toed sloth,9.327,least_concern,66.505,two_toed,-0.22,6.535
3291,Linnaeus’s two-toed sloth,9.712,least_concern,65.34,two_toed,0,7.842
3292,Linnaeus’s two-toed sloth,7.614,least_concern,66.711,two_toed,-0.292,6.534
3293,Linnaeus’s two-toed sloth,7.429,least_concern,65.749,two_toed,1.368,6.138
3294,Linnaeus’s two-toed sloth,9.31,least_concern,65.894,two_toed,0.751,4.91
3295,Linnaeus’s two-toed sloth,9.026,least_concern,68.077,two_toed,1.386,5.342
3296,Linnaeus’s two-toed sloth,9.412,least_concern,66.061,two_toed,1.16,6.795
3297,Linnaeus’s two-toed sloth,8.802,least_concern,63.86,two_toed,1.61,7.186
3298,Linnaeus’s two-toed sloth,8.643,least_concern,66.384,two_toed,1.089,7.587
3299,Linnaeus’s two-toed sloth,9.371,least_concern,66.622,two_toed,2.424,7.059
3300,Linnaeus’s two-toed sloth,9.14,least_concern,66.033,two_toed,0.771,7.677
